scenario_id,timestamp,elapsed_hours,temperature_stress,contamination,operational_load,maintenance_level,shock_magnitude,blade_health,blade_status,blade_thickness,nozzle_health,nozzle_status,nozzle_clog,heater_health,heater_status,heater_resistance,cascade_events,maintenance_action
NORMAL,2025-02-14T16:00:00,1072,65,0.6,1072,0.264,0.0,0.0,FAILED,0.0,0.5352,DEGRADED,0.1717,0.827,FUNCTIONAL,1.1384,[CASCADE] Nozzle contamination (0.108) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-14T20:00:00,1076,65,0.6,1076,0.262,0.0,0.0,FAILED,0.0,0.5345,DEGRADED,0.1717,0.8259,FUNCTIONAL,1.1393,[CASCADE] Nozzle contamination (0.139) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-15T00:00:00,1080,65,0.6,1080,0.66,0.0,0.0,FAILED,0.0,0.5339,DEGRADED,0.1717,0.8251,FUNCTIONAL,1.1399,[CASCADE] Nozzle contamination (0.140) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,EMERGENCY @ 1076h (health=0.00)
NORMAL,2025-02-15T04:00:00,1084,65,0.6,1084,0.258,0.0,0.0,FAILED,0.0,0.5332,DEGRADED,0.1717,0.824,FUNCTIONAL,1.1408,[CASCADE] Nozzle contamination (0.140) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-15T08:00:00,1088,65,0.6,1088,0.256,0.0,0.0,FAILED,0.0,0.5325,DEGRADED,0.1717,0.8229,FUNCTIONAL,1.1417,[CASCADE] Nozzle contamination (0.140) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-15T12:00:00,1092,65,0.6,1092,0.254,0.0,0.0,FAILED,0.0,0.5318,DEGRADED,0.1717,0.8218,FUNCTIONAL,1.1425,[CASCADE] Nozzle contamination (0.140) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-15T16:00:00,1096,65,0.6,1096,0.252,0.0,0.0,FAILED,0.0,0.5311,DEGRADED,0.1717,0.8207,FUNCTIONAL,1.1434,[CASCADE] Nozzle contamination (0.140) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-15T20:00:00,1100,65,0.6,1100,0.25,0.0,0.0,FAILED,0.0,0.5304,DEGRADED,0.1717,0.8196,FUNCTIONAL,1.1443,[CASCADE] Nozzle contamination (0.141) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T00:00:00,1104,65,0.6,1104,0.248,0.0,0.0,FAILED,0.0,0.5297,DEGRADED,0.1717,0.8185,FUNCTIONAL,1.1452,[CASCADE] Nozzle contamination (0.141) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T04:00:00,1108,65,0.6,1108,0.246,0.0,0.0,FAILED,0.0,0.529,DEGRADED,0.1717,0.8174,FUNCTIONAL,1.1461,[CASCADE] Nozzle contamination (0.141) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T08:00:00,1112,65,0.6,1112,0.244,0.0,0.0,FAILED,0.0,0.5283,DEGRADED,0.1717,0.8163,FUNCTIONAL,1.147,[CASCADE] Nozzle contamination (0.141) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T12:00:00,1116,65,0.6,1116,0.242,0.0,0.0,FAILED,0.0,0.5276,DEGRADED,0.1717,0.8152,FUNCTIONAL,1.1479,[CASCADE] Nozzle contamination (0.142) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T16:00:00,1120,65,0.6,1120,0.24,0.0,0.0,FAILED,0.0,0.5269,DEGRADED,0.1717,0.8141,FUNCTIONAL,1.1488,[CASCADE] Nozzle contamination (0.142) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-16T20:00:00,1124,65,0.6,1124,0.238,0.0,0.0,FAILED,0.0,0.5262,DEGRADED,0.1717,0.8129,FUNCTIONAL,1.1496,[CASCADE] Nozzle contamination (0.142) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-17T00:00:00,1128,65,0.6,1128,0.636,0.0,0.0,FAILED,0.0,0.5257,DEGRADED,0.1717,0.8121,FUNCTIONAL,1.1503,[CASCADE] Nozzle contamination (0.142) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,EMERGENCY @ 1124h (health=0.00)
NORMAL,2025-02-17T04:00:00,1132,65,0.6,1132,0.23399999999999999,0.0,0.0,FAILED,0.0,0.525,DEGRADED,0.1717,0.811,FUNCTIONAL,1.1512,[CASCADE] Nozzle contamination (0.142) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-17T08:00:00,1136,65,0.6,1136,0.23199999999999998,0.0,0.0,FAILED,0.0,0.5243,DEGRADED,0.1717,0.8099,FUNCTIONAL,1.1521,[CASCADE] Nozzle contamination (0.143) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-17T12:00:00,1140,65,0.6,1140,0.22999999999999998,0.0,0.0,FAILED,0.0,0.5236,DEGRADED,0.1717,0.8088,FUNCTIONAL,1.153,[CASCADE] Nozzle contamination (0.143) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-17T16:00:00,1144,65,0.6,1144,0.22799999999999998,0.0,0.0,FAILED,0.0,0.5229,DEGRADED,0.1717,0.8077,FUNCTIONAL,1.1539,[CASCADE] Nozzle contamination (0.143) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-17T20:00:00,1148,65,0.6,1148,0.22599999999999998,0.0,0.0,FAILED,0.0,0.5222,DEGRADED,0.1717,0.8066,FUNCTIONAL,1.1547,[CASCADE] Nozzle contamination (0.143) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-18T00:00:00,1152,65,0.6,1152,0.22399999999999998,0.0,0.0,FAILED,0.0,0.4221,DEGRADED,0.238,0.8054,FUNCTIONAL,1.1557,[CASCADE] Nozzle contamination (0.143) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk.,
NORMAL,2025-02-18T04:00:00,1156,65,0.6,1156,0.2220000000000001,0.53,0.0,FAILED,0.0,0.3685,DEGRADED,0.238,0.7776,FUNCTIONAL,1.1779,[CASCADE] Nozzle contamination (0.173) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.37) overloading Heaters.,
NORMAL,2025-02-18T08:00:00,1160,65,0.6,1160,0.22000000000000008,0.0,0.0,FAILED,0.0,0.368,DEGRADED,0.238,0.7764,FUNCTIONAL,1.1789,[CASCADE] Nozzle contamination (0.189) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.37) overloading Heaters.,
NORMAL,2025-02-18T12:00:00,1164,65,0.6,1164,0.21800000000000008,0.0,0.0,FAILED,0.0,0.3675,DEGRADED,0.238,0.7752,FUNCTIONAL,1.1798,[CASCADE] Nozzle contamination (0.190) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.37) overloading Heaters.,
NORMAL,2025-02-18T16:00:00,1168,65,0.6,1168,0.21600000000000008,0.0,0.0,FAILED,0.0,0.367,DEGRADED,0.238,0.774,FUNCTIONAL,1.1808,[CASCADE] Nozzle contamination (0.190) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.37) overloading Heaters.,
NORMAL,2025-02-18T20:00:00,1172,65,0.6,1172,0.21400000000000008,0.0,0.0,FAILED,0.0,0.3665,DEGRADED,0.238,0.7728,FUNCTIONAL,1.1818,[CASCADE] Nozzle contamination (0.190) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.37) overloading Heaters.,
NORMAL,2025-02-19T00:00:00,1176,65,0.6,1176,0.6120000000000001,0.0,0.0,FAILED,0.0,0.3294,CRITICAL,0.2625,0.7718,FUNCTIONAL,1.1826,[CASCADE] Nozzle contamination (0.190) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,EMERGENCY @ 1172h (health=0.00)
NORMAL,2025-02-19T04:00:00,1180,65,0.6,1180,0.21000000000000008,0.0,0.0,FAILED,0.0,0.3289,CRITICAL,0.2625,0.7706,FUNCTIONAL,1.1835,[CASCADE] Nozzle contamination (0.201) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
NORMAL,2025-02-19T08:00:00,1184,65,0.6,1184,0.20800000000000007,0.0,0.0,FAILED,0.0,0.3285,CRITICAL,0.2625,0.7694,FUNCTIONAL,1.1845,[CASCADE] Nozzle contamination (0.201) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
NORMAL,2025-02-19T12:00:00,1188,65,0.6,1188,0.20600000000000007,0.0,0.0,FAILED,0.0,0.3281,CRITICAL,0.2625,0.7681,FUNCTIONAL,1.1855,[CASCADE] Nozzle contamination (0.201) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
NORMAL,2025-02-19T16:00:00,1192,65,0.6,1192,0.20400000000000007,0.0,0.0,FAILED,0.0,0.3276,CRITICAL,0.2625,0.7669,FUNCTIONAL,1.1865,[CASCADE] Nozzle contamination (0.202) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
NORMAL,2025-02-19T20:00:00,1196,65,0.6,1196,0.20200000000000007,0.0,0.0,FAILED,0.0,0.3272,CRITICAL,0.2625,0.7657,FUNCTIONAL,1.1874,[CASCADE] Nozzle contamination (0.202) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
NORMAL,2025-02-20T00:00:00,1200,65,0.6,1200,0.20000000000000007,0.0,0.0,FAILED,0.0,0.3267,CRITICAL,0.2625,0.7645,FUNCTIONAL,1.1884,[CASCADE] Nozzle contamination (0.202) accelerating Blade wear. | [CASCADE] Degraded blade (health=0.00) raising clog risk. | [CASCADE] Poor nozzle (health=0.33) overloading Heaters.,
DIRTY_FACTORY,2025-01-01T04:00:00,4,55.799146939691724,0.308,4,0.1,0.0,1.0,FUNCTIONAL,1.0,0.9991,FUNCTIONAL,0.0,0.9995,FUNCTIONAL,1.0004,,
DIRTY_FACTORY,2025-01-01T08:00:00,8,56.59318206614246,0.316,8,0.1,0.0,1.0,FUNCTIONAL,1.0,0.9981,FUNCTIONAL,0.0,0.999,FUNCTIONAL,1.0008,,
DIRTY_FACTORY,2025-01-01T12:00:00,12,57.37702626427134,0.324,12,0.1,0.0,0.9999,FUNCTIONAL,1.0,0.9971,FUNCTIONAL,0.0,0.9986,FUNCTIONAL,1.0012,,
DIRTY_FACTORY,2025-01-01T16:00:00,16,58.145665606161174,0.33199999999999996,16,0.1,0.0,0.9999,FUNCTIONAL,0.9999,0.9961,FUNCTIONAL,0.0,0.9981,FUNCTIONAL,1.0016,,
DIRTY_FACTORY,2025-01-01T20:00:00,20,58.8941834230865,0.33999999999999997,20,0.1,0.0,0.9998,FUNCTIONAL,0.9999,0.995,FUNCTIONAL,0.0,0.9976,FUNCTIONAL,1.002,,
DIRTY_FACTORY,2025-01-02T00:00:00,24,59.61779175541483,0.348,24,0.1,0.0,0.9997,FUNCTIONAL,0.9999,0.9939,FUNCTIONAL,0.0,0.997,FUNCTIONAL,1.0024,,
DIRTY_FACTORY,2025-01-02T04:00:00,28,60.311861979208835,0.356,28,0.1,0.0,0.9996,FUNCTIONAL,0.9998,0.9928,FUNCTIONAL,0.0,0.9965,FUNCTIONAL,1.0028,,
DIRTY_FACTORY,2025-01-02T08:00:00,32,60.97195441362392,0.364,32,0.1,0.0,0.9994,FUNCTIONAL,0.9997,0.9916,FUNCTIONAL,0.0,0.9959,FUNCTIONAL,1.0033,,
DIRTY_FACTORY,2025-01-02T12:00:00,36,61.59384671971473,0.372,36,0.1,0.0,0.9992,FUNCTIONAL,0.9996,0.9904,FUNCTIONAL,0.0,0.9953,FUNCTIONAL,1.0037,,
DIRTY_FACTORY,2025-01-02T16:00:00,40,62.17356090899523,0.38,40,0.1,0.0,0.999,FUNCTIONAL,0.9995,0.9892,FUNCTIONAL,0.0,0.9947,FUNCTIONAL,1.0042,,
DIRTY_FACTORY,2025-01-02T20:00:00,44,62.70738878898969,0.388,44,0.1,0.0,0.9987,FUNCTIONAL,0.9994,0.9879,FUNCTIONAL,0.0,0.9941,FUNCTIONAL,1.0047,,
DIRTY_FACTORY,2025-01-03T00:00:00,48,63.19191568300998,0.396,48,0.1,0.0,0.9984,FUNCTIONAL,0.9992,0.9866,FUNCTIONAL,0.0,0.9934,FUNCTIONAL,1.0052,,
DIRTY_FACTORY,2025-01-03T04:00:00,52,63.624042272433385,0.404,52,0.1,0.0,0.9981,FUNCTIONAL,0.999,0.9853,FUNCTIONAL,0.0,0.9928,FUNCTIONAL,1.0058,,
DIRTY_FACTORY,2025-01-03T08:00:00,56,64.00100442176505,0.412,56,0.1,0.0,0.9977,FUNCTIONAL,0.9988,0.984,FUNCTIONAL,0.0,0.9921,FUNCTIONAL,1.0063,,
DIRTY_FACTORY,2025-01-03T12:00:00,60,64.32039085967226,0.42,60,0.1,0.0,0.9972,FUNCTIONAL,0.9986,0.9826,FUNCTIONAL,0.0,0.9915,FUNCTIONAL,1.0068,,
DIRTY_FACTORY,2025-01-03T16:00:00,64,64.58015860289225,0.428,64,0.1,0.0,0.9967,FUNCTIONAL,0.9984,0.9812,FUNCTIONAL,0.0,0.9908,FUNCTIONAL,1.0073,,
DIRTY_FACTORY,2025-01-03T20:00:00,68,64.77864602435316,0.436,68,0.1,0.0,0.9962,FUNCTIONAL,0.9981,0.9798,FUNCTIONAL,0.0,0.9902,FUNCTIONAL,1.0079,,
DIRTY_FACTORY,2025-01-04T00:00:00,72,64.91458348191686,0.444,72,0.1,0.0,0.9956,FUNCTIONAL,0.9978,0.9784,FUNCTIONAL,0.0,0.9895,FUNCTIONAL,1.0084,,
DIRTY_FACTORY,2025-01-04T04:00:00,76,64.98710143975583,0.45199999999999996,76,0.1,0.0,0.9949,FUNCTIONAL,0.9975,0.977,FUNCTIONAL,0.0,0.9888,FUNCTIONAL,1.0089,,
DIRTY_FACTORY,2025-01-04T08:00:00,80,64.99573603041505,0.45999999999999996,80,0.1,0.72,0.8777,FUNCTIONAL,0.9971,0.8011,FUNCTIONAL,0.0683,0.9521,FUNCTIONAL,1.0383,,
DIRTY_FACTORY,2025-01-04T12:00:00,84,64.94043202198075,0.46799999999999997,84,0.1,0.0,0.8768,FUNCTIONAL,0.9967,0.8,FUNCTIONAL,0.0683,0.9514,FUNCTIONAL,1.0389,[CASCADE] Nozzle contamination (0.060) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-04T16:00:00,88,64.82154317137619,0.476,88,0.1,0.0,0.876,FUNCTIONAL,0.9963,0.7988,FUNCTIONAL,0.0683,0.9506,FUNCTIONAL,1.0395,[CASCADE] Nozzle contamination (0.060) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-04T20:00:00,92,64.63982996152448,0.484,92,0.1,0.0,0.875,FUNCTIONAL,0.9958,0.7977,FUNCTIONAL,0.0683,0.9499,FUNCTIONAL,1.0401,[CASCADE] Nozzle contamination (0.060) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T00:00:00,96,64.39645473685324,0.492,96,0.1,0.0,0.874,FUNCTIONAL,0.9953,0.7966,FUNCTIONAL,0.0683,0.9492,FUNCTIONAL,1.0407,[CASCADE] Nozzle contamination (0.061) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T04:00:00,100,64.09297426825682,0.5,100,0.1,0.0,0.8729,FUNCTIONAL,0.9947,0.7955,FUNCTIONAL,0.0683,0.9484,FUNCTIONAL,1.0413,[CASCADE] Nozzle contamination (0.061) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T08:00:00,104,63.73132979507517,0.508,104,0.1,0.0,0.8717,FUNCTIONAL,0.9941,0.7944,FUNCTIONAL,0.0683,0.9477,FUNCTIONAL,1.0419,[CASCADE] Nozzle contamination (0.061) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T12:00:00,108,63.31383460778683,0.516,108,0.1,0.0,0.8704,FUNCTIONAL,0.9935,0.7934,FUNCTIONAL,0.0683,0.947,FUNCTIONAL,1.0424,[CASCADE] Nozzle contamination (0.062) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T16:00:00,112,62.8431592508442,0.524,112,0.1,0.0,0.8691,FUNCTIONAL,0.9928,0.7924,FUNCTIONAL,0.0683,0.9463,FUNCTIONAL,1.043,[CASCADE] Nozzle contamination (0.062) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-05T20:00:00,116,62.32231444030251,0.532,116,0.1,0.0,0.8677,FUNCTIONAL,0.9921,0.7914,FUNCTIONAL,0.0683,0.9455,FUNCTIONAL,1.0436,[CASCADE] Nozzle contamination (0.062) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T00:00:00,120,61.75463180551151,0.54,120,0.1,0.0,0.8661,FUNCTIONAL,0.9914,0.7904,FUNCTIONAL,0.0683,0.9449,FUNCTIONAL,1.0441,[CASCADE] Nozzle contamination (0.063) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T04:00:00,124,61.143742578057115,0.548,124,0.1,0.0,0.8645,FUNCTIONAL,0.9905,0.7895,FUNCTIONAL,0.0683,0.9442,FUNCTIONAL,1.0446,[CASCADE] Nozzle contamination (0.063) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T08:00:00,128,60.49355436427127,0.556,128,0.1,0.0,0.8628,FUNCTIONAL,0.9897,0.7886,FUNCTIONAL,0.0683,0.9436,FUNCTIONAL,1.0451,[CASCADE] Nozzle contamination (0.063) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T12:00:00,132,59.80822614988648,0.5640000000000001,132,0.1,0.0,0.861,FUNCTIONAL,0.9888,0.7877,FUNCTIONAL,0.0683,0.943,FUNCTIONAL,1.0456,[CASCADE] Nozzle contamination (0.063) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T16:00:00,136,59.09214169672018,0.5720000000000001,136,0.1,0.0,0.8591,FUNCTIONAL,0.9878,0.7868,FUNCTIONAL,0.0683,0.9424,FUNCTIONAL,1.0461,[CASCADE] Nozzle contamination (0.064) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-06T20:00:00,140,58.349881501559054,0.5800000000000001,140,0.1,0.0,0.8571,FUNCTIONAL,0.9869,0.786,FUNCTIONAL,0.0683,0.9418,FUNCTIONAL,1.0466,[CASCADE] Nozzle contamination (0.064) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T00:00:00,144,57.58619349661111,0.5880000000000001,144,0.1,0.0,0.855,FUNCTIONAL,0.9858,0.7852,FUNCTIONAL,0.0683,0.9412,FUNCTIONAL,1.0471,[CASCADE] Nozzle contamination (0.064) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T04:00:00,148,56.80596267894233,0.596,148,0.1,0.0,0.8528,FUNCTIONAL,0.9847,0.7845,FUNCTIONAL,0.0683,0.9406,FUNCTIONAL,1.0475,[CASCADE] Nozzle contamination (0.064) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T08:00:00,152,56.01417986316602,0.604,152,0.1,0.0,0.8505,FUNCTIONAL,0.9835,0.7837,FUNCTIONAL,0.0683,0.94,FUNCTIONAL,1.048,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T12:00:00,156,55.21590975726096,0.612,156,0.1,0.0,0.8481,FUNCTIONAL,0.9823,0.783,FUNCTIONAL,0.0683,0.9395,FUNCTIONAL,1.0484,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T16:00:00,160,54.4162585657242,0.62,160,0.1,0.0,0.8455,FUNCTIONAL,0.9811,0.7824,FUNCTIONAL,0.0683,0.9389,FUNCTIONAL,1.0489,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-07T20:00:00,164,53.62034132728773,0.628,164,0.1,0.0,0.8429,FUNCTIONAL,0.9797,0.7817,FUNCTIONAL,0.0683,0.9384,FUNCTIONAL,1.0493,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T00:00:00,168,52.833249196126204,0.636,168,0.1,0.0,0.8401,FUNCTIONAL,0.9783,0.7811,FUNCTIONAL,0.0683,0.9378,FUNCTIONAL,1.0497,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T04:00:00,172,52.060016875844326,0.644,172,0.1,0.0,0.8372,FUNCTIONAL,0.9769,0.7804,FUNCTIONAL,0.0683,0.9373,FUNCTIONAL,1.0502,[CASCADE] Nozzle contamination (0.066) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T08:00:00,176,51.305590414555226,0.6519999999999999,176,0.1,0.0,0.8342,FUNCTIONAL,0.9754,0.7798,FUNCTIONAL,0.0683,0.9368,FUNCTIONAL,1.0506,[CASCADE] Nozzle contamination (0.066) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T12:00:00,180,50.574795567051474,0.6599999999999999,180,0.1,0.0,0.831,FUNCTIONAL,0.9738,0.7792,FUNCTIONAL,0.0683,0.9363,FUNCTIONAL,1.051,[CASCADE] Nozzle contamination (0.066) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T16:00:00,184,49.87230692644276,0.6679999999999999,184,0.1,0.0,0.8277,FUNCTIONAL,0.9721,0.7786,FUNCTIONAL,0.0683,0.9358,FUNCTIONAL,1.0513,[CASCADE] Nozzle contamination (0.066) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-08T20:00:00,188,49.20261802271257,0.6759999999999999,188,0.1,0.0,0.8243,FUNCTIONAL,0.9704,0.7781,FUNCTIONAL,0.0683,0.9354,FUNCTIONAL,1.0517,[CASCADE] Nozzle contamination (0.066) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T00:00:00,192,48.57001257946091,0.6839999999999999,192,0.1,0.0,0.8207,FUNCTIONAL,0.9686,0.7775,FUNCTIONAL,0.0683,0.9349,FUNCTIONAL,1.0521,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T04:00:00,196,47.978537112691946,0.692,196,0.1,0.0,0.817,FUNCTIONAL,0.9668,0.7769,FUNCTIONAL,0.0683,0.9344,FUNCTIONAL,1.0525,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T08:00:00,200,47.43197504692072,0.7,200,0.1,0.0,0.8132,FUNCTIONAL,0.9649,0.7763,FUNCTIONAL,0.0683,0.934,FUNCTIONAL,1.0528,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T12:00:00,204,46.933822514167595,0.708,204,0.1,0.0,0.8092,FUNCTIONAL,0.9629,0.7757,FUNCTIONAL,0.0683,0.9335,FUNCTIONAL,1.0532,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T16:00:00,208,46.487265990644254,0.716,208,0.1,0.0,0.805,FUNCTIONAL,0.9608,0.7751,FUNCTIONAL,0.0683,0.9331,FUNCTIONAL,1.0535,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-09T20:00:00,212,46.09516191418012,0.724,212,0.1,0.0,0.8008,FUNCTIONAL,0.9587,0.7745,FUNCTIONAL,0.0683,0.9327,FUNCTIONAL,1.0539,[CASCADE] Nozzle contamination (0.067) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T00:00:00,216,45.76001841276812,0.732,216,0.1,0.0,0.7963,FUNCTIONAL,0.9564,0.7739,FUNCTIONAL,0.0683,0.9322,FUNCTIONAL,1.0542,[CASCADE] Nozzle contamination (0.068) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T04:00:00,220,45.483979261104835,0.74,220,0.1,0.0,0.7917,FUNCTIONAL,0.9541,0.7733,FUNCTIONAL,0.0683,0.9318,FUNCTIONAL,1.0546,[CASCADE] Nozzle contamination (0.068) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T08:00:00,224,45.26881016774826,0.748,224,0.1,0.0,0.7869,FUNCTIONAL,0.9518,0.7727,FUNCTIONAL,0.0683,0.9313,FUNCTIONAL,1.0549,[CASCADE] Nozzle contamination (0.068) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T12:00:00,228,45.11588748060869,0.756,228,0.1,0.0,0.782,FUNCTIONAL,0.9493,0.7722,FUNCTIONAL,0.0683,0.9309,FUNCTIONAL,1.0553,[CASCADE] Nozzle contamination (0.068) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T16:00:00,232,45.026189383019066,0.764,232,0.1,0.0,0.7769,FUNCTIONAL,0.9467,0.7716,FUNCTIONAL,0.0683,0.9304,FUNCTIONAL,1.0557,[CASCADE] Nozzle contamination (0.068) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-10T20:00:00,236,45.000289636699755,0.772,236,0.1,0.0,0.7717,FUNCTIONAL,0.9441,0.771,FUNCTIONAL,0.0683,0.93,FUNCTIONAL,1.056,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-11T00:00:00,240,45.03835391164159,0.78,240,0.1,0.0,0.7662,FUNCTIONAL,0.9414,0.7704,FUNCTIONAL,0.0683,0.9295,FUNCTIONAL,1.0564,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-11T04:00:00,244,45.1401387263833,0.788,244,0.1,0.0,0.7606,FUNCTIONAL,0.9386,0.7698,FUNCTIONAL,0.0683,0.9291,FUNCTIONAL,1.0567,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-11T08:00:00,248,45.30499300546191,0.796,248,0.1,0.0,0.7548,FUNCTIONAL,0.9357,0.7692,FUNCTIONAL,0.0683,0.9286,FUNCTIONAL,1.0571,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-11T12:00:00,252,45.531862244073906,0.804,252,0.1,0.0,0.7489,FUNCTIONAL,0.9327,0.7686,FUNCTIONAL,0.0683,0.9282,FUNCTIONAL,1.0575,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
DIRTY_FACTORY,2025-01-11T16:00:00,256,45.81929525330733,0.812,256,0.1,0.0,0.7427,FUNCTIONAL,0.9296,0.7681,FUNCTIONAL,0.0683,0.9277,FUNCTIONAL,1.0578,[CASCADE] Nozzle contamination (0.069) accelerating Blade wear.,
